﻿IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4
Arcane LúinRes,Arcane Lúin,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, deals damage = 20% of unit's Spd (including when dealing damage with a Special triggered before combat), neutralizes foe's bonuses to Spd/Def during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",Lance,slaying,0,when the weapon that slowly kills you if you lack a crest can be given to everyone bottom text,0,HPBoost,5,resBoost,4,,,,,,
Siegmund,Siegmund,16,1,Grants adjacent allies Atk +3 through their next actions at the start of each turn.,Lance,honeAtk,2,,,,,,,,,Ephraim,,,
SiegmundEff,Siegmund,16,1,"Grants adjacent allies Atk+4 through their next actions at the start of each turn. If unit's HP ≥ 90% and unit initiates combat, unit makes a guaranteed follow-up attack.",Lance,honeAtk,3,HPBoost,3,FollowUpEph,0,,,,,Ephraim,,,
SiegmundAtk,Siegmund,18,1,Grants adjacent allies Atk+4 through their next actions at the start of each turn.,Lance,honeAtk,3,HPBoost,5,,,,,,,Ephraim,,,
SiegmundSpd,Siegmund,16,1,Grants adjacent allies Atk+4 through their next actions at the start of each turn.,Lance,honeAtk,3,HPBoost,5,spdBoost,3,,,,,Ephraim,,,
SiegmundDef,Siegmund,16,1,Grants adjacent allies Atk+4 through their next actions at the start of each turn.,Lance,honeAtk,3,HPBoost,5,defBoost,4,,,,,Ephraim,,,
SiegmundRes,Siegmund,16,1,Grants adjacent allies Atk+4 through their next actions at the start of each turn.,Lance,honeAtk,3,HPBoost,5,resBoost,4,,,,,Ephraim,,,
Fensalir,Fensalir,16,1,"At start of turn, inflicts Atk-4 on foes within 2 spaces through their next actions.",Lance,threatenAtk,2,,,,,,,,,Sharena,,,
FensalirEff,Fensalir,16,1,"Neutralizes foes' bonuses (from skills like Fortify, Rally, etc.) during combat. If unit is adjacent to an ally, grants Spd/Def+5 during combat.",Lance,nullBonuses,0,HPBoost,3,spdBond,5,defBond,5,,,Sharena,,,
FensalirAtk,Fensalir,18,1,"Neutralizes foes' bonuses (from skills like Fortify, Rally, etc.) during combat.",Lance,nullBonuses,0,HPBoost,5,,,,,,,Sharena,,,
FensalirSpd,Fensalir,16,1,"Neutralizes foes' bonuses (from skills like Fortify, Rally, etc.) during combat.",Lance,nullBonuses,0,HPBoost,5,spdBoost,3,,,,,Sharena,,,
FensalirDef,Fensalir,16,1,"Neutralizes foes' bonuses (from skills like Fortify, Rally, etc.) during combat.",Lance,nullBonuses,0,HPBoost,5,defBoost,4,,,,,Sharena,,,
FensalirRes,Fensalir,16,1,"Neutralizes foes' bonuses (from skills like Fortify, Rally, etc.) during combat.",Lance,nullBonuses,0,HPBoost,5,resBoost,4,,,,,Sharena,,,
Gradivus,Gradivus,16,1,Enables counterattack regardless of distance if this unit is attacked.,Lance,dCounter,0,,,,,,,,,Camus,,,
GradivusEff,Gradivus,16,1,Enables counterattack regardless of distance if this unit is attacked.,Lance,dCounter,0,HPBoost,3,gradivu,,,,,,Camus,,,
GradivusAtk,Gradivus,18,1,Enables counterattack regardless of distance if this unit is attacked.,Lance,dCounter,0,HPBoost,5,,,,,,,Camus,,,
GradivusSpd,Gradivus,16,1,Enables counterattack regardless of distance if this unit is attacked.,Lance,dCounter,0,HPBoost,5,spdBoost,3,,,,,Camus,,,
GradivusDef,Gradivus,16,1,Enables counterattack regardless of distance if this unit is attacked.,Lance,dCounter,0,HPBoost,5,defBoost,4,,,,,Camus,,,
GradivusRes,Gradivus,16,1,Enables counterattack regardless of distance if this unit is attacked.,Lance,dCounter,0,HPBoost,5,resBoost,4,,,,,Camus,,,
Cursed Lance,Cursed Lance,16,1,Grants Atk/Spd +2 and accelerates Special trigger (cooldown count -1). Unit takes 4 damage after combat.,Lance,slaying,1,atkBoost,2,spdBoost,2,selfDmg,4,,,Valter,,,
Cursed LanceEff,Cursed Lance,16,1,Grants Atk/Spd +2 and accelerates Special trigger (cooldown count -1). Unit takes 4 damage after combat.,Lance,slaying,1,spectrumBoost,3,selfDmg,6,HPBoost,3,mr penalty,0,Valter,,,
Cursed LanceAtk,Cursed Lance,18,1,Grants Atk/Spd +2 and accelerates Special trigger (cooldown count -1). Unit takes 4 damage after combat.,Lance,slaying,1,spectrumBoost,3,selfDmg,6,HPBoost,5,,,Valter,,,
Cursed LanceSpd,Cursed Lance,16,1,Grants Atk/Spd +2 and accelerates Special trigger (cooldown count -1). Unit takes 4 damage after combat.,Lance,slaying,1,spectrumBoost,3,selfDmg,6,HPBoost,5,spdBoost,3,Valter,,,
Cursed LanceDef,Cursed Lance,16,1,Grants Atk/Spd +2 and accelerates Special trigger (cooldown count -1). Unit takes 4 damage after combat.,Lance,slaying,1,spectrumBoost,3,selfDmg,6,HPBoost,5,defBoost,4,Valter,,,
Cursed LanceRes,Cursed Lance,16,1,Grants Atk/Spd +2 and accelerates Special trigger (cooldown count -1). Unit takes 4 damage after combat.,Lance,slaying,1,spectrumBoost,3,selfDmg,6,HPBoost,5,resBoost,4,Valter,,,
Vidofnir,Vidofnir,16,1,"If foe initiates combat and uses sword, lance, or axe, grants Def+7 during combat.",Lance,meleeStance,0,,,,,,,,,Tana,,,
VidofnirEff,Vidofnir,16,1,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+7 during combat. If unit is within 2 spaces of an infantry or armored ally, grants Atk/Spd+4 during combat.",Lance,closeDef,3.5,HPBoost,3,infArmAtkSpd,0,,,,,Tana,,,
VidofnirAtk,Vidofnir,16,1,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+7 during combat.",Lance,closeDef,3.5,HPBoost,5,,,,,,,Tana,,,
VidofnirSpd,Vidofnir,16,1,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+7 during combat.",Lance,closeDef,3.5,HPBoost,5,spdBoost,3,,,,,Tana,,,
VidofnirDef,Vidofnir,16,1,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+7 during combat.",Lance,closeDef,3.5,HPBoost,5,defBoost,4,,,,,Tana,,,
VidofnirRes,Vidofnir,16,1,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+7 during combat.",Lance,closeDef,3.5,HPBoost,5,resBoost,4,,,,,Tana,,,
Geirskögul,Geirskögul,16,1,"Grants Def +3. Grants allies with sword, lance, axe, bow, or dagger within 2 spaces Atk/Spd +3 during combat.",Lance,defBoost,3,lucinaDrive,2,,,,,,,B!Lucina,,,
Leiptr,Leiptr,16,1,Enables counterattack regardless of distance if this unit is attacked.,Lance,dCounter,0,,,,,,,,,Fjorm,,,
Bright Naginata,,16,1,Grants Atk/Def +4 during combat if foe initiates combat.,Lance,atkStance,2,defStance,2,,,,,,,Shiro,,,
Hinoka's Spear,,16,1,Grants Atk/Spd +4 during combat if infantry or flying ally is within 2 spaces of unit.,Lance,hinokaBoost,0,,,,,,,,,Hinoka,,,
Flame Siegmund,,16,1,"Grants Atk +3. If the number of foes within 2 spaces (excluding target) ≧ the number of allies within 2 spaces (excluding unit), unit makes a guaranteed follow-up attack.",Lance,atkBoost,3,ephraimFollowUp,0,,,,,,,L!Ephraim,,,
Rhomphaia,,16,1,Effective against armored and cavalry foes.,Lance,effArmor,2,effCav,2,,,,,,,Clair,,,
Dauntless Lance,,16,1,Accelerates Special trigger (cooldown count -1). Effective against armored foes.,Lance,effArmor,2,slaying,1,,,,,,,Nephenee,,,
Maltet,,16,1,"Accelerates Special trigger (cooldown count -1). If unit’s HP ≧ 50% and foe initiates combat, unit makes a guaranteed follow-up attack.",Lance,slaying,1,hectorFollowUp,2,,,,,,,B!Hector,,,
Gáe Bolg,,16,1,"In combat against an infantry, armored, or cavalry foe, grants Atk/Def+5 during combat.",Lance,noooo fliers pls,0,,,,,,,,,Quan,,,
Florina's Lance,,16,1,Effective against armored foes.,Lance,effArmor,0,,,,,,,,,Florina,,,
Shanna's Lance,,16,1,Accelerates Special trigger (cooldown count -1).,Lance,slaying,1,,,,,,,,,Shanna,,,
Whitewing Lance,,16,1,Accelerates Special trigger (cooldown count -1).,Lance,slaying,1,,,,,,,,,Catria,,,
Whitewing Spear,,16,1,Effective against armored foes.,Lance,effArmor,0,,,,,,,,,Est,,,
Festive Siegmund,,16,1,"Accelerates Special trigger (cooldown count-1). If unit is not adjacent to an ally, grants Atk/Spd/Def/Res+4 during combat.",Lance,slaying,1,Merry Chrysler,5,,,,,,,WI!Ephraim,,,
Oboro's Spear,,16,1,Effective against armored foes.,Lance,effArmor,0,,,,,,,,,Oboro,,,
Peri's Lance,,16,1,Accelerates Special trigger (cooldown count-1).,Lance,slaying,1,,,,,,,,,Peri,,,
Panther Lance,,16,1,"During combat, boosts unit's Atk/Def by number of allies within 2 spaces × 2. (Maximum bonus of +6 to each stat.)",Lance,bibleBros,0,,,,,,,,,Abel,,,
Bull Spear,,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",Lance,triangleAdeptW,3,,,,,,,,,Sully,,,
Daybreak Lance,,16,1,Accelerates Special trigger (cooldown count-1).,Lance,slaying,1,,,,,,,,,Lukas,,,
Kriemhild,,16,1,"If a bow, dagger, magic, or staff foe initiates combat and unit is within 2 spaces of an ally, unit can counterattack regardless of foe’s range and foe cannot make a follow-up attack, but after combat if unit attacked, deals 20 damage to nearest ally.",Lance,"I miss my wife, Tails",0,,,,,,,,,FA!Berkut,,,
Loyal Greatlance,,16,1,Accelerates Special trigger (cooldown count-1).,Lance,slaying,1,,,,,,,,,Oscar,,,
Steady Lance,,16,1,Unit and foe cannot counterattack.,Lance,firesweep,0,,,,,,,,,Roderick,,,
Noble Lance,,16,1,"Grants Atk+3. At start of combat, if both unit's and foe's HP = 100% or if both unit's and foe's HP < 100%, unit makes a guaranteed follow-up attack.",Lance,with this lance I protect the lesbians,0,,,,,,,,,Dimitri,,,
Nini's Ice Lance,,16,1,"Grants Atk+3. At start of combat, if both unit's and foe's HP = 100% or if both unit's and foe's HP < 100%, unit makes a guaranteed follow-up attack.",Lance,effDragon,0,effBeast,0,spdBoost,3,Donkey in that 'I ____ed a dragon' meme,0,,,B!Eliwood,,,
Scythe of Sariel,,16,1,"Effective against dragon and beast foes. Grants Spd+3. If unit initiates combat, grants Atk/Spd/Def/Res+4 during combat.",Lance,oh boy I hope there's no magic babies outside my house today,0,,,,,,,,,Death Knight,,,
Verðandi,,16,1,"If Sing or Dance is used, grants Atk/Spd/Def/Res+4 to target.",Lance,berkutDance,0,,,,,,,,,DA!Berkut,,,
Sable Lance,,16,1,"Accelerates Special trigger (cooldown count-1). If unit is not adjacent to an ally, grants Atk/Spd/Def/Res+4 during combat.",Lance,slaying,1,mask guy,0,,,,,,,Sirius,,,
Sol Lance,,16,1,"Grants Res+3. When unit deals damage to foe during combat, restores 10 HP to unit. (Triggers even if 0 damage is dealt.)",Lance,resBoost,3,I LOVE HEALING!!!!,10,,,,,,,Forsyth,,,
Golden Naginata,,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if foe's Atk ≥ unit's Atk+3, grants Atk/Spd/Def/Res+3 during combat.",Lance,slaying,1,lowAtkBoost,3,,,,,,,Subaki,,,
Reginleif,,16,1,"Effective against armored and cavalry foes. Grants Atk+3. If unit’s Atk > foe’s Atk and/or extra movement granted by another skill is active on unit, unit makes a guaranteed follow-up attack.",Lance,effArmor,0,effCav,0,two guys,0,,,,,P!Ephraim,,,
ReginleifEff,,16,1,"Effective against armored and cavalry foes. Grants Atk+3. Unit cannot be slowed by terrain. (Does not apply to impassable terrain.) At start of combat, if unit's Atk > foe's Atk or if【Bonus】is active on unit, grants Atk/Spd/Def/Res+4 to unit during combat. During combat, if unit's Atk > foe's Atk or if【Bonus】is active on unit, unit makes a guaranteed follow-up attack. 【Bonus】 All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance). If【Bonus】is active on unit, enables 【Canto (Rem. +1)】. At start of even-numbered turns, unit can move 1 extra space. (That turn only. Does not stack.) At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat, and if【Bonus】is active on unit, foe cannot make a follow-up attack. 【Bonus】 All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance). 【Canto (Rem. +1)】 After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn +1. (If unit used a movement skill that warped them, its remaining movement is 0.) (Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit's remaining movement +1.)",Lance,effArmor,0,effCav,0,HPboost,3,"what, it's just an ordianary weapon descrip-",0,OH MY GOODNESS,0,P!Ephraim,,,
Prized Lance,,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+4 during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",Lance,slaying,1,percyBoost,0,,,,,,,Perceval,,,
Lordly Lance,,16,1,Effective against armored foes.,Lance,effArmor,0,,,,,,,,,Clive,,,
Knightly Lance,,16,1,Accelerates Special trigger (cooldown count-1).,Lance,slaying,1,,,,,,,,,Mathilda,,,
Cordelia's Lance,,10,1,"Inflicts Spd-2. If unit initiates combat, unit attacks twice.",Lance,spdBoost,-2,BraveAW,,,,,,,,Cordelia,,,
Earthly Gáe Bolg,,16,1,"Grants Def+3. In combat against an infantry, armored, or cavalry foe, inflicts Atk/Def-5 on foe and neutralizes foe’s bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",Lance,defBoost,3,PLEASE no fliers,0,,,,,,,Altena,,,
Mirage Feather,Mirage Feather,16,1,"Effective against armored and cavalry foes. Grants Spd+3. If unit initiates combat after an ally has already acted, grants Atk/Spd+6 during combat and unit can make a follow-up attack before foe can counterattack.",Lance,effArmor,0,effCav,0,spdBoost,3,meow,0,,,Tsubasa,,,
Mirage FeatherEff,Mirage Feather,16,1,,Lance,,,,,,,,,,,Tsubasa,,,
Mirage FeatherAtk,Mirage Feather,18,1,,Lance,,,,,,,,,,,Tsubasa,,,
Mirage FeatherSpd,Mirage Feather,16,1,,Lance,,,,,,,,,,,Tsubasa,,,
Mirage FeatherDef,Mirage Feather,16,1,,Lance,,,,,,,,,,,Tsubasa,,,
Mirage FeatherRes,Mirage Feather,16,1,,Lance,,,,,,,,,,,Tsubasa,,,
Thorn Lance,,16,1,"Accelerates Special trigger (cooldown count -1). At start of combat, if unit’s Atk > foe’s Atk, inflicts Atk/Def -6 on foe during combat and foe cannot make a follow-up attack.",Lance,slaying,1,atkAtkAtkAtk,0,,,,,,,VA!Rudolf,,,
Veteran Lance,,16,1,"If foe initiates combat or, at start of combat, if foe's HP ≥ 70%, grants Atk/Res+5 to unit during combat.",Lance,old,0,,,,,,,,,Jagen,,,
Whitedown Spear,,16,1,"Grants Atk +3. If the number of flying units on team ≥ 3 and unit initiates combat, inflicts Atk/Def -4 on foe during combat and unit makes a guaranteed follow-up attack. If the number of flying allies within 2 spaces ≥ 2 and unit initiates combat, unit attacks twice.",Lance,atkBoost,3,OH SHE FLIIIIIEEEESSS,0,,,,,,,CH!Palla,,,
Weighted Lance,,16,1,Accelerates Special trigger (cooldown count-1).,Lance,slaying,1,,,,,,,,,Gwendolyn,,,
Hewn Lance,,11,1,"Inflicts Spd-5. If unit initiates combat, unit attacks twice.",Lance,spdBoost,-5,BraveAW,,,,,,,,Donnel,,,
Apotheosis Spear,,16,1,"Grants Spd +3. Unit can move to a space adjacent to an ally within 2 spaces. At start of combat, if foe's HP ≥ 75% grants Atk/Spd+5 to unit during combat.",Lance,spdBoost,3,On the house,5,,,,,,,P!Anna,,,
Dark Royal Spear,,16,1,"If foe initiates combat or if foe's HP = 100% at start of combat, grants Atk/Def/Res+5 to unit during combat.",Lance,berkutBoost,0,,,,,,,,,Berkut,,,
Starpoint Lance,,16,1,"Grants Spd+3. During unit’s first combat in player phase or enemy phase, grants Atk/Spd/Def/Res+5 to unit and restores 10 HP to unit after combat.",Lance,spdBoost,3,dibs,0,,,,,,,SU!Ingrid,,,
Spear of Shadow,,16,1,"Accelerates Special trigger (cooldown count -1). If foe initiates combat or if foe's HP = 100% at start of combat, neutralizes penalties on unit and inflicts Atk/Spd/Def -5 on foe during combat",Lance,slaying,1,MARIO,0,,,,,,,F!Kris,,,
Moon Gradivus,,16,1,Unit can counterattack regardless of foe's range. Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.),Lance,dCounter,0,specialCharg,0,,,,,,,B!Dimitri,,,
Flame Lance,,16,1,"Effective against beast foes. Grants Spd+3. At start of combat, if unit's HP ≥ 50%, calculates damage using foe's Res, and inflicts Spd/Res-5 on foe during combat.",Lance,effBeast,0,spdBoost,3,ROBLOX,0,,,,,Petrine,,,
Effie's Lance,,16,1,"At start of combat, if unit's HP ≥ 50%, grants Atk+6 during combat.",Lance,someAtk,0,,,,,,,,,Effie,,,
Spear of Assal,,16,1,"Grants Spd+3. If unit is within 2 spaces of an ally, grants Atk/Spd+4 to unit during combat and neutralizes foe's bonuses to Atk/Spd (from skills like Fortify, Rally, etc.) during combat. Grants Atk/Spd+4 to allies wihin 2 spaces during combat.",Lance,spdBoost,3,I have something to ask of you,0,,,,,,,Seteth,,,
Areadbhar,,16,1,"Accelerates Special trigger (cooldown count -1.) At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res +5 during combat, and also, if unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats x 4 (max 40%).",Lance,slaying,1,he can beat the guy from berserk,0,,,,,,,L!Dimitri,,,
Obsidian Lance,,16,1,"Grants Def+3. If unit is not adjacent to an ally, inflicts Atk/Def-6 on foe during combat and unit makes a guaranteed follow-up attack.",Lance,defBoost,3,defResFUSolo,0,,,,,,,Duessel,,,
Silesse Frost,,16,1,"Grants Atk +3. At the start of combat if foe's HP ≥ 50%, grants Atk/Spd+6 to unit dring combat, and also, if unit is within 2 spaces of support partner and initiates combat, unit attacks twice.",Lance,atkBoost,3,stabbity,0,,,,,,,Erinys,,,
Lúin,,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat, or is within 2 spaces of an ally, grants Spd+6 during combat, deals damage = 20% of unit's Spd, and also if unit's Spd ≥ foe's Spd+5, foe cannot counterattack.",Lance,slaying,1,I'm running out of tags to give these things,0,,,,,,,Ingrid,,,
Flower Lance,,16,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd/Def/Res+4 to unit during combat.",Lance,STATS!!,0,,,,,,,,,Sumia,,,
Hotshot Lance,,16,1,"Special cooldown count -1. At start of combat, if unit's HP ≥ 25%, grants bonus to Atk/Spd/Def/Res during combat based on the number of times unit has been enhanced using Dragonflowers. (Five or more times grants +7, four times grants +6, three times grants +5 and two or fewer times grants +4). At start of combat, if unit's HP ≥ 25% and the unit has been enhanced using Dragonflowers three or more times, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",Lance,FLOWERS!!,0,,,,,,,,,Farina,,,
Lance of Frelia,,16,1,"Accelerates Special trigger (cooldown count-1). Unit can move to a space within 2 spaces of an ally within 2 spaces. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat, and also, if unit initiates combat, grants Def/Res+10 during combat.",Lance,slaying,1,they fly now?,0,,,,,,,CH!Tana,,,
Vengeful Lance,,16,1,"Grants Atk +3. If unit is not adjacent to an ally, grants Atk/Spd+6 during combat, and also, if unit's Atk > foe's Def during combat and unit cannot make a follow-up attack, deals damage = 50% of unit's Atk minus foe's Def.",Lance,atkBoost,3,big guy,0,,,,,,,FA!Dimitri,,,
Bereft Lance,,16,1,"Grants Def+3. Grants Atk/Def +X during combat. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +6; 1 ally grants grants +4, 2 allies grants +2; ≥ 3 allies grants +0.) If the number of allies within 2 spaces is ≤ 1, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",Lance,defBoost,3,You can make your own joke about this guy I'm tired,0,,,,,,,FA!Orson,,,
Holy Gradivus,,16,1,"Unit can counterattack regardless of foe's range. At start of combat, if unit's HP HP ≥ 25%, unit makes a guaranteed follow-up attack.",Lance,dCounter,0,zekenator,0,,,,,,,Zeke,,,
Hrímfaxi,,16,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn.【Pathfinder】 When an ally moves through unit's space, that space is counter as 0 spaces moved instead of 1 space. (Unit's space can be freely added to ally's normal movement. Applies only to allies with movement types that allow movement through unit's space.)",Lance,pathfinder,0,the sun,0,,,,,,,Nótt,,,
Divine Sea Spear,,16,1,"Grants Atk+3. If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def+3 to unit during combat, and also if foe has Atk/Spd/Def bonuses, grants bonus to unit's Atk/Spd/Def and inflicts penalty on foe's Atk/Spd/Def during combat = current bonus on each of foe's Atk/Spd/Def. Calculates each stat bonus independently.",Lance,atkBoost,0,ow ow ow ow,0,,,,,,,SU!Ashe,,,
Sea-Sear Lance,,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, inflicts Atk/Def-6 on foe during combat, and also, if foe can make a follow-up attack, reduces damage from foe's first attack during combat by 75%.",Lance,slaying,0,Alolan Ganondorf,0,,,,,,,PI!Surtr,,,
Loyalty Spear,,10,1,"Grants Spd+4 and inflicts Def/Res-4 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Lance,spdBoost,4,defBoost,-4,resBoost,-4,BraveBW,0,,,Finn,,,
Binding Reginleif,,16,1,"Accelerates Special trigger (cooldown count-1). Effective against armored and cavalry foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 during combat, reduces damage from foe's first attack by 30%, and also, if unit initiates combat, neutralizes effects that prevent unit's follow-up attacks.",Lance,slaying,1,effArmor,0,effCav,0,braveEirikaThing,0,,,B!Eirika,,,
Sworn Lance,,16,1,"Effective against armored foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit during combat.",Lance,effArmor,0,a bit of stats,5,,,,,,,Silas,,,
Dryblade Lance,,16,1,"Accelerates Special trigger (cooldown count-1). At the start of turn 1, grants Special cooldown count-2 to unit. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat and deals damage = X% of unit's Spd when Special triggers (X = unit's max Special cooldown count value x 10, +20).",Lance,slaying,1,turn1Pulse,2,hey squidward,0,,,,,DE!Karla,,,
Wing-Lifted Spear,,16,1,"Enables 【Canto (2)】. Effective against armored and cavalry foes. Grants Atk+3. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat, and also, if foe has bonuses, grants Atk/Spd/Def/Res+X to unit and inflicts Atk/Spd/Def/Res-X on foe during combat. (X = current bonus on each of foe's stats.) Calculates each stat effect independently.",Lance,canto,2,effCav,0,effArmor,0,https://www.youtube.com/watch?v=NqDawnpxcgc,0,,,L!Caeda,,,
Azure Lance,,16,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+5 to unit during combat and unit deals +7 damage.",Lance,I'm Shigure,0,,,,,,,,,Shigure,,,
Icy Maltet,,16,1,"At start of turn, if unit has been enhanced using Dragonflowers ten or more times, grants Atk/Def+6 for 1 turn. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants bonus to Atk/Spd/Def/Res during combat based on the number of times unit has been enhanced using Dragonflowers (one or more times grants +5, max; zero times grants +4), and also, if unit has been enhanced using Dragonflowers five or more times, inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",Lance,I LOVE MY FLOWERSSSSSSS,0,,,,,,,,,Thea,,,
Jolly Jade Lance,,16,1,"Enables 【Canto (Rem. +1)】. Grants Atk+3. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat. If a Rally Assist is used by unit, grants Atk/Spd+6 to unit for 1 turn and grants unit another action. (Once per turn.)",Lance,canto,12,jolly,0,,,,,,,Sain,,,
Heartbeat Lance,,16,1,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-5 on foe during combat and foe cannot make a follow-up attack.",Lance,MR KRABS I WANNA GO TO BED,0,,,,,,,,,Kjelle,,,
Tri-Edge Lance,,16,1,"Enables 【Canto (Rem. +1)】. Grants Atk+3. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, unit deals damage = 20% of unit's Res, and reduces damage from foe's first attack by 40% during combat.",Lance,canto,12,atkBoost,3,triEdge,0,,,,,P!Est,,,
Geirdriful,,16,1,"Accelerates Special trigger (cooldown count-1.) Effective against armored foes. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+X to unit during combat (X = number of 【Bonus】 and 【Penalty】 effects active on unit x 2, +5; excludes stat bonuses and stat penalties), reduces damage from foe's first attack during combat by 40%, and also, if 【Bonus】 is active on unit, grants Special cooldown charge +1 per attack during combat. (Only highest value applied. Does not stack.)",Lance,slaying,1,effArmor,0,OUR BONDS,0,,,,,B!Chrom,,,
Breaker Lance,,16,1,"Grants Atk+3. At start of turn, inflicts Atk/Def-6 and 【Panic】 on foe on the enemy team with the highest Atk+Def total and foes within 2 spaces of that foe through their next actions. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-6 on foe during combat and unit makes a guaranteed follow-up attack.",Lance,atkBoost,3,he lives,0,,,,,,,Jeralt,,,
Firelight Lance,,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat, deals damage = 15% of foe's Atk, and also, if unit's Spd ≥ foe's Spd-4, inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.) At start of combat, if unit's HP ≥ 25%, grants Special cooldown count-1 to unit and allies within 4 spaces of unit after combat.",Lance,slaying,1,"To send on the voices of the departed, is an offseer's purpose.",0,,,,,,,FF!Lyn,,,
Lance of Heroics,,16,1,"If an ally's HP ≤ 80%, unit can move to a space adjacent to that ally. At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res during combat = 4 + X (X = number of spaces from start position to end position of whoever initiated combat × 2; max 8).",Lance,weMovingPlenty,0,,,,,,,,,Cynthia,,,
Coyote's Lance,,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 3 spaces of an ally, grants Atk/Spd+6 and the following effect to unit and cavalry allies within 3 spaces of unit for 1 turn: ""If unit initiates combat, unit makes a guaranteed follow-up attack."" If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat, reduces damage from foe's first attack by 40%, and deals damage = number of spaces from start position to end position of whoever initiated combat x 3 (max: 9). (Except when dealing damage with area-of-effect Specials.)",Lance,slaying,1,CH 6P > 236S > RC > 66 > [5D] > c.S > 66 > !S > 5H > 236H > WS > 6H,0,,,,,,,Hardin,,,
